Date,Year,Quarter,Month,Company,Industry,Region,Revenue,COGS,Operating Expenses,Gross Profit,Tax,Net Profit,Current Assets,Fixed Assets,Total Assets,Current Liabilities,Long-term Debt,Total Liabilities,Equity,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Net Cash Flow
26-01-2025,2025,Q1,January,Zenith Inc,Retail,East,474517,207002,62769,267515,40949,163797,117849,392707,510556,204619,113693,318312,192244,182064,-41296,38574,179342
02-07-2025,2025,Q3,July,Vertex Ltd,Finance,South,443111,249006,78145,194105,23192,92768,208942,334932,543874,135309,219417,354726,189148,91859,-33566,19890,78183
28-09-2025,2025,Q3,September,Alpha Corp,IT,East,959514,520561,129320,438953,61926,247707,485987,579285,1065272,83290,242798,326088,739184,238392,-80065,57271,215598
01-01-2024,2024,Q1,January,Vertex Ltd,Healthcare,South,423782,203713,45440,220069,34925,139704,144970,538800,683770,114014,202979,316993,366777,149076,-51805,54439,151710
19-02-2024,2024,Q1,February,Zenith Inc,Finance,West,363035,204774,41770,158261,23298,93193,386926,279405,666331,109988,164967,274955,391376,86463,-27965,55114,113612
22-03-2025,2025,Q1,March,Prime Pvt,Finance,West,258211,166990,31928,91221,11858,47435,418179,819525,1237704,112154,277230,389384,848320,27754,-59363,46067,14458
02-09-2024,2024,Q3,September,Alpha Corp,Healthcare,West,599362,405502,76119,193860,23548,94193,157990,760851,918841,60606,240097,300703,618138,96726,-27199,-49706,19821
15-09-2025,2025,Q3,September,Prime Pvt,Retail,North,240895,104113,45166,136782,18323,73293,198849,591054,789903,204750,112803,317553,472350,81853,-29640,20873,73086
01-06-2024,2024,Q2,June,Prime Pvt,Finance,West,524434,276382,78262,248052,33958,135832,177553,788228,965781,184564,230575,415139,550642,118235,-33013,-22550,62672
03-01-2024,2024,Q1,January,Nova Ltd,Finance,North,746730,452387,84757,294343,41917,167669,325746,740637,1066383,149239,126380,275619,790764,162628,-63558,25148,124218
02-06-2025,2025,Q2,June,Prime Pvt,Retail,North,177235,97235,32345,80000,9531,38124,487865,654584,1142449,129512,265767,395279,747170,20241,-72689,-30526,-82974
28-04-2025,2025,Q2,April,Zenith Inc,Retail,West,516671,288571,71407,228100,31338,125355,164737,538451,703188,116568,269300,385868,317320,115132,-11246,-46839,57047
15-05-2024,2024,Q2,May,Zenith Inc,Retail,East,466895,320062,75634,146833,14239,56960,390976,711862,1102838,156849,89150,245999,856839,60813,-56423,54195,58585
27-08-2024,2024,Q3,August,Prime Pvt,IT,East,250144,168414,29544,81730,10437,41749,298244,764029,1062273,75616,297841,373457,688816,60428,-37443,-46296,-23311
22-07-2024,2024,Q3,July,Prime Pvt,Healthcare,North,486088,264544,57580,221544,32792,131172,308643,301430,610073,126756,129738,256494,353579,119959,-77820,9978,52117
04-11-2024,2024,Q4,November,Vertex Ltd,Healthcare,South,923449,451183,116880,472266,71077,284309,464301,623200,1087501,66343,59540,125883,961618,296433,-13627,6759,289565
19-04-2025,2025,Q2,April,Vertex Ltd,Finance,South,311326,153985,57664,157341,19935,79742,368668,283996,652664,72737,221794,294531,358133,74088,-81269,-25578,-32759
22-06-2025,2025,Q2,June,Vertex Ltd,Healthcare,North,296949,172804,43016,124145,16225,64904,343647,546200,889847,92066,277668,369734,520113,80724,-93348,67524,54900
30-08-2025,2025,Q3,August,Nova Ltd,Healthcare,East,782609,523889,109074,258720,29929,119717,282500,754108,1036608,134427,51000,185427,851181,136666,-16456,74530,194740
10-05-2024,2024,Q2,May,Alpha Corp,Healthcare,North,909403,600590,154225,308813,30917,123671,310909,857692,1168601,148252,149724,297976,870625,110972,-89606,-17975,3391
14-11-2025,2025,Q4,November,Nova Ltd,Finance,North,957607,389955,142286,567652,85073,340293,469142,758028,1227170,104417,53543,157960,1069210,338773,-62197,-30190,246386
25-11-2024,2024,Q4,November,Nova Ltd,Finance,East,280767,123403,36037,157364,24265,97062,337339,346766,684105,120273,203385,323658,360447,104705,-24073,-37291,43341
10-10-2024,2024,Q4,October,Nova Ltd,Finance,North,950091,527572,102989,422519,63906,255624,130865,607169,738034,113396,167994,281390,456644,254907,-30082,-42008,182817
05-08-2024,2024,Q3,August,Prime Pvt,Healthcare,East,630381,367257,71046,263124,38415,153663,393239,833009,1226248,167153,117192,284345,941903,152163,-19870,-16353,115940
07-09-2024,2024,Q3,September,Nova Ltd,Finance,North,427492,281559,65563,145933,16074,64296,407578,423901,831479,71422,263047,334469,497010,67203,-40529,-24058,2616
05-12-2024,2024,Q4,December,Alpha Corp,Retail,East,399873,176871,44650,223002,35670,142682,126755,329891,456646,115560,290173,405733,50913,160785,-83154,-27327,50304
15-03-2025,2025,Q1,March,Prime Pvt,IT,West,654720,287524,115786,367196,50282,201128,111464,660834,772298,207787,291954,499741,272557,200769,-45375,20878,176272
15-06-2025,2025,Q2,June,Nova Ltd,Retail,East,774328,328811,114851,445517,66133,264533,479947,219994,699941,150144,166520,316664,383277,256783,-84742,-32219,139822
25-03-2025,2025,Q1,March,Prime Pvt,Healthcare,East,349962,241267,64372,108695,8864,35459,309433,570059,879492,130862,296151,427013,452479,41919,-12415,36152,65656
10-11-2025,2025,Q4,November,Alpha Corp,Retail,North,447083,189499,58539,257584,39809,159236,203973,651190,855163,222739,241132,463871,391292,158039,-13741,-25817,118481
08-04-2025,2025,Q2,April,Alpha Corp,Finance,West,507071,252130,93315,254941,32325,129301,220667,725889,946556,80902,219406,300308,646248,136221,-19292,14942,131871
27-03-2024,2024,Q1,March,Zenith Inc,Finance,West,410273,188038,80182,222235,28410,113643,129068,410011,539079,210430,85236,295666,243413,96358,-99756,9745,6347
13-11-2024,2024,Q4,November,Nova Ltd,IT,North,442506,239807,49556,202699,30628,122515,133826,728414,862240,249963,209688,459651,402589,127170,-43909,48036,131297
09-11-2024,2024,Q4,November,Zenith Inc,Retail,South,481903,269331,85352,212572,25444,101776,116028,292903,408931,122685,105503,228188,180743,103413,-16192,-36558,50663
30-05-2024,2024,Q2,May,Prime Pvt,Retail,North,393720,208507,70116,185213,23019,92078,340141,392442,732583,204246,263609,467855,264728,77398,-99343,19798,-2147
03-01-2024,2024,Q1,January,Alpha Corp,Finance,North,580697,369288,104710,211409,21339,85360,327267,819070,1146337,151703,204168,355871,790466,102297,-58517,44609,88389
03-11-2024,2024,Q4,November,Nova Ltd,Healthcare,South,619265,272988,69751,346277,55305,221221,185144,250802,435946,63836,238021,301857,134089,238688,-77268,-11253,150167
15-09-2025,2025,Q3,September,Zenith Inc,Retail,East,864135,555340,170974,308795,27564,110257,165949,310040,475989,233158,202538,435696,40293,96612,-89499,-23701,-16588
01-10-2025,2025,Q4,October,Nova Ltd,Healthcare,North,496192,307989,57936,188203,26053,104214,272677,326080,598757,73960,79690,153650,445107,123292,-46929,42674,119037
31-10-2025,2025,Q4,October,Prime Pvt,Healthcare,West,392473,181831,72121,210642,27704,110817,223561,821867,1045428,107141,279620,386761,658667,127518,-61421,-15300,50797
18-08-2024,2024,Q3,August,Zenith Inc,Retail,West,571399,389035,59026,182364,24667,98671,175517,487075,662592,180187,280399,460586,202006,89182,-60838,20149,48493
29-07-2024,2024,Q3,July,Vertex Ltd,Retail,East,338021,201779,48156,136242,17617,70469,198272,562981,761253,191743,160546,352289,408964,53673,-56663,62599,59609
21-07-2024,2024,Q3,July,Alpha Corp,Retail,West,237703,119127,33287,118576,17057,68232,198657,459041,657698,64549,293308,357857,299841,78609,-68083,46776,57302
01-07-2025,2025,Q3,July,Alpha Corp,IT,South,159190,108229,21053,50961,5981,23927,370764,659282,1030046,96206,217915,314121,715925,29008,-58094,20289,-8797
22-09-2025,2025,Q3,September,Vertex Ltd,IT,North,348458,150747,66197,197711,26302,105212,203890,500391,704281,51713,123676,175389,528892,105895,-98789,28416,35522
05-11-2024,2024,Q4,November,Alpha Corp,Finance,South,463368,304161,63352,159207,19171,76684,449423,661616,1111039,50620,154479,205099,905940,74853,-53279,42026,63600
09-09-2024,2024,Q3,September,Alpha Corp,Finance,West,532505,338477,65071,194028,25791,103166,247259,811266,1058525,222548,240042,462590,595935,114739,-69196,4486,50029
17-02-2024,2024,Q1,February,Alpha Corp,Healthcare,East,529751,238549,71546,291202,43931,175725,469347,821608,1290955,156939,192777,349716,941239,181010,-50141,-34384,96485
14-06-2024,2024,Q2,June,Vertex Ltd,Retail,South,595176,389833,75133,205343,26042,104168,342637,892593,1235230,76525,73424,149949,1085281,103134,-42268,47803,108669
15-10-2025,2025,Q4,October,Zenith Inc,Retail,South,634177,366816,67885,267361,39895,159581,241913,700404,942317,128011,283626,411637,530680,142231,-78140,-48471,15620
31-12-2024,2024,Q4,December,Vertex Ltd,Finance,West,393202,184248,71702,208954,27450,109802,404636,862646,1267282,162988,74819,237807,1029475,94332,-31621,-41518,21193
22-11-2024,2024,Q4,November,Nova Ltd,Finance,West,335100,215251,43973,119849,15175,60701,310728,555858,866586,64116,129491,193607,672979,43605,-26916,1124,17813
19-06-2024,2024,Q2,June,Prime Pvt,IT,West,264868,127229,42522,137639,19023,76094,437487,288189,725676,106957,109823,216780,508896,63056,-72250,-39956,-49150
19-05-2024,2024,Q2,May,Vertex Ltd,IT,South,498404,323264,61440,175140,22740,90960,139505,547301,686806,157406,142210,299616,387190,96497,-58111,-20790,17596
29-07-2025,2025,Q3,July,Nova Ltd,Finance,South,185878,120457,20647,65421,8954,35820,333218,276371,609589,138689,293958,432647,176942,25605,-91658,70788,4735
19-12-2024,2024,Q4,December,Prime Pvt,Finance,South,511612,256312,64995,255300,38061,152244,400307,642045,1042352,201236,208461,409697,632655,154143,-94006,37376,97513
12-01-2024,2024,Q1,January,Zenith Inc,IT,South,666930,437554,94166,229376,27042,108168,139777,293835,433612,182699,252867,435566,-1954,124208,-73197,62060,113071
21-01-2025,2025,Q1,January,Zenith Inc,Finance,East,204550,86848,22360,117702,19068,76274,448357,856955,1305312,183375,140749,324124,981188,59739,-69660,29980,20059
02-04-2024,2024,Q2,April,Nova Ltd,Healthcare,East,815611,406427,102219,409184,61393,245572,131401,573315,704716,223094,280537,503631,201085,233594,-39484,70741,264851
08-05-2025,2025,Q2,May,Nova Ltd,IT,North,175723,92217,29656,83506,10770,43080,147067,311555,458622,179281,78607,257888,200734,28257,-93616,72172,6813
21-03-2025,2025,Q1,March,Nova Ltd,IT,West,711724,463383,109417,248341,27784,111140,380642,259947,640589,127592,247154,374746,265843,103079,-37213,4658,70524
14-01-2025,2025,Q1,January,Zenith Inc,IT,East,473099,272480,83978,200619,23328,93313,371850,576926,948776,249890,254232,504122,444654,77178,-63185,-23572,-9579
17-09-2024,2024,Q3,September,Nova Ltd,IT,North,893926,461878,143852,432048,57639,230557,345515,529660,875175,124494,259615,384109,491066,217110,-16894,36940,237156
04-07-2024,2024,Q3,July,Alpha Corp,IT,West,527171,329626,65889,197545,26331,105325,155662,209518,365180,224797,206974,431771,-66591,110161,-20575,25170,114756
24-02-2024,2024,Q1,February,Nova Ltd,IT,West,761359,377479,104699,383880,55836,223345,348496,693171,1041667,147901,68764,216665,825002,231533,-71876,16355,176012
06-07-2025,2025,Q3,July,Prime Pvt,Finance,North,982563,473374,165114,509189,68815,275260,347377,284031,631408,215552,135407,350959,280449,275497,-67638,-23111,184748
22-11-2025,2025,Q4,November,Alpha Corp,IT,North,960480,605427,121529,355053,46704,186820,355042,399598,754640,222918,219050,441968,312672,177892,-98639,54489,133742
07-06-2025,2025,Q2,June,Alpha Corp,Healthcare,South,639731,312185,122238,327546,41061,164247,249124,745318,994442,113801,202847,316648,677794,167785,-76324,13212,104673
21-09-2024,2024,Q3,September,Nova Ltd,Retail,South,938281,579333,98405,358948,52108,208435,241043,375801,616844,244166,97917,342083,274761,222534,-52250,-7251,163033
20-10-2025,2025,Q4,October,Zenith Inc,Finance,North,120381,59762,20552,60619,8013,32054,445706,638626,1084332,56338,168652,224990,859342,19127,-24484,44012,38655
24-04-2024,2024,Q2,April,Nova Ltd,Healthcare,South,893762,578637,176787,315125,27667,110671,445651,824039,1269690,218200,281901,500101,769589,96383,-23729,30957,103611
09-08-2025,2025,Q3,August,Prime Pvt,IT,South,359970,198317,64244,161653,19481,77928,116405,630834,747239,230694,298436,529130,218109,91212,-35177,24723,80758
20-10-2025,2025,Q4,October,Vertex Ltd,Healthcare,South,665201,380228,71648,284973,42665,170660,342985,795629,1138614,168767,124187,292954,845660,182484,-53248,-31773,97463
24-08-2024,2024,Q3,August,Vertex Ltd,Healthcare,West,223008,106615,33186,116393,16641,66566,336207,376529,712736,181956,243900,425856,286880,71820,-52295,6698,26223
18-05-2025,2025,Q2,May,Vertex Ltd,Retail,South,418212,211300,49613,206912,31459,125840,312791,810609,1123400,212776,241993,454769,668631,110150,-19045,66018,157123
25-12-2025,2025,Q4,December,Zenith Inc,Retail,North,850541,425836,160569,424705,52827,211309,228341,205741,434082,212508,260630,473138,-39056,213597,-39027,-37709,136861
21-09-2025,2025,Q3,September,Zenith Inc,IT,East,841268,525436,118254,315832,39515,158063,202846,488994,691840,97650,91913,189563,502277,160701,-28651,49842,181892
29-03-2025,2025,Q1,March,Zenith Inc,Healthcare,South,775441,324238,125683,451203,65104,260416,416982,641160,1058142,203112,54939,258051,800091,275440,-18805,-24894,231741
30-11-2024,2024,Q4,November,Alpha Corp,IT,East,628401,309243,110760,319158,41679,166719,453735,692997,1146732,67941,67510,135451,1011281,151546,-66960,-44150,40436
02-02-2025,2025,Q1,February,Zenith Inc,Healthcare,South,171841,108885,22891,62956,8013,32052,375293,767945,1143238,164250,270824,435074,708164,12677,-46277,15168,-18432
18-10-2024,2024,Q4,October,Alpha Corp,Finance,South,653072,261684,101215,391388,58034,232139,245204,732375,977579,95904,75183,171087,806492,213458,-66385,21396,168469
18-08-2024,2024,Q3,August,Vertex Ltd,IT,East,829468,546931,127033,282537,31100,124404,436449,271011,707460,239320,76649,315969,391491,104974,-33417,-45998,25559
06-09-2024,2024,Q3,September,Prime Pvt,Finance,North,171964,79540,22654,92424,13954,55816,413516,880627,1294143,61511,222454,283965,1010178,65260,-12267,8778,61771
24-11-2024,2024,Q4,November,Vertex Ltd,Healthcare,East,724415,406181,131044,318234,37438,149752,197477,587799,785276,242049,217224,459273,326003,136383,-15270,-16133,104980
27-01-2025,2025,Q1,January,Alpha Corp,Finance,North,201094,101473,29939,99621,13936,55746,215244,522397,737641,193306,221361,414667,322974,67346,-75779,53165,44732
15-05-2025,2025,Q2,May,Zenith Inc,Finance,East,580214,377363,62222,202851,28125,112504,338708,649882,988590,66634,283739,350373,638217,108649,-72015,57720,94354
13-04-2025,2025,Q2,April,Nova Ltd,Retail,East,160807,108692,28630,52115,4697,18788,216885,585704,802589,213138,292647,505785,296804,15197,-78480,70016,6733
11-06-2024,2024,Q2,June,Nova Ltd,Healthcare,North,529663,248608,78852,281055,40440,161763,202619,476565,679184,178030,141615,319645,359539,171428,-60154,130,111404
22-06-2024,2024,Q2,June,Alpha Corp,IT,West,836425,365754,139955,470671,66143,264573,411119,338400,749519,115269,294852,410121,339398,278678,-95259,78908,262327
08-02-2024,2024,Q1,February,Alpha Corp,IT,South,221591,134126,29594,87465,11574,46297,368332,245337,613669,209232,239025,448257,165412,39097,-83710,48526,3913
20-04-2024,2024,Q2,April,Zenith Inc,Healthcare,North,116510,65923,17907,50587,6536,26144,467411,575796,1043207,136876,78677,215553,827654,33874,-31756,-41467,-39349
03-09-2024,2024,Q3,September,Alpha Corp,Finance,South,651493,456036,79673,195457,23156,92628,305202,885528,1190730,127762,277267,405029,785701,80518,-10373,-39117,31028
22-05-2024,2024,Q2,May,Nova Ltd,Finance,West,885668,369845,150466,515823,73071,292286,219089,362094,581183,171125,68520,239645,341538,308761,-44781,-7190,256790
12-12-2025,2025,Q4,December,Nova Ltd,IT,West,989832,627837,174287,361995,37541,150167,312558,885799,1198357,195030,262405,457435,740922,167167,-77537,6469,96099
17-07-2024,2024,Q3,July,Vertex Ltd,Finance,North,642165,278863,101892,363302,52282,209128,427304,402745,830049,191207,118385,309592,520457,197550,-26622,-37583,133345
04-11-2024,2024,Q4,November,Vertex Ltd,Finance,South,210135,140915,26985,69220,8447,33788,454080,861352,1315432,96592,217301,313893,1001539,28375,-17319,-3721,7335
09-02-2024,2024,Q1,February,Zenith Inc,IT,West,653395,389948,95204,263447,33648,134595,177353,316862,494215,105387,74840,180227,313988,150139,-68299,-34359,47481
28-12-2025,2025,Q4,December,Nova Ltd,Healthcare,West,405480,238987,57229,166493,21852,87412,411531,513418,924949,222940,82771,305711,619238,71758,-90334,3198,-15378
21-02-2024,2024,Q1,February,Vertex Ltd,Finance,South,841202,577143,132265,264059,26358,105436,199682,820789,1020471,137527,154627,292154,728317,99505,-41452,-28932,29121
17-03-2025,2025,Q1,March,Nova Ltd,Healthcare,East,663535,360738,127964,302797,34966,139867,173938,222256,396194,69537,59492,129029,267165,129786,-12450,-20787,96549
07-04-2025,2025,Q2,April,Zenith Inc,Healthcare,South,470518,309445,71537,161073,17907,71629,361428,553028,914456,179273,229043,408316,506140,75497,-98494,-36504,-59501
26-03-2025,2025,Q1,March,Vertex Ltd,Finance,North,162444,84279,22565,78165,11120,44480,328468,686649,1015117,174199,238604,412803,602314,29187,-19617,-49979,-40409
04-08-2024,2024,Q3,August,Alpha Corp,Healthcare,North,268688,139272,28159,129416,20251,81006,358251,770761,1129012,187427,188240,375667,753345,90418,-64745,13212,38885
09-01-2025,2025,Q1,January,Prime Pvt,Retail,East,928171,627620,157503,300551,28609,114439,192578,764707,957285,78028,201749,279777,677508,103380,-44765,70141,128756
19-04-2025,2025,Q2,April,Prime Pvt,Retail,South,797380,457178,139337,340202,40173,160692,333396,629129,962525,225832,184418,410250,552275,160464,-44788,-34703,80973
06-08-2024,2024,Q3,August,Prime Pvt,IT,West,211549,106789,38657,104760,13220,52883,204783,641516,846299,222544,124244,346788,499511,58618,-14789,65973,109802
18-01-2025,2025,Q1,January,Prime Pvt,Healthcare,South,358136,233181,46030,124955,15785,63140,174703,446964,621667,65189,159870,225059,396608,60630,-32240,-4737,23653
03-09-2025,2025,Q3,September,Zenith Inc,Retail,South,966207,393389,148399,572818,84883,339536,381326,385394,766720,54452,170499,224951,541769,357844,-10844,-35162,311838
03-02-2025,2025,Q1,February,Alpha Corp,Retail,West,715796,427736,137523,288060,30107,120430,177718,454313,632031,100237,63578,163815,468216,123968,-49478,-23567,50923
